Node ID,Protein ID,Protein Name,Disease Node,Degree
53,60,,0,466
274,335,,0,102
287,351,,0,2132
729,867,,0,276
861,1017,,0,892
911,1072,,1,166
915,1080,,0,324
945,1119,,1,12
1004,1191,,0,123
1168,1396,,0,41
1620,1956,,0,926
1680,2023,,0,361
1885,2263,,1,50
1943,2335,,0,792
2059,2534,,0,410
2338,2885,,0,1081
2997,3676,,0,529
3236,3945,,0,157
3426,4171,,0,918
3469,4223,,0,687
3649,4507,,0,53
3757,4641,,0,196
3986,4914,,0,1965
4116,5077,,1,34
4144,5110,,1,115
4158,5130,,1,26
4183,5156,,1,65
4300,5295,,0,307
4339,5335,,0,279
4423,5444,,1,3
4553,5597,,0,282
4664,5728,,0,246
4859,5970,,0,419
5026,6199,,0,207
5148,6347,,1,31
5309,22934,,0,43
5412,6647,,0,199
5469,6714,,0,525
5521,6772,,0,225
5523,6774,,0,292
5525,6776,,0,106
5526,6777,,0,82
5723,7013,,0,323
5791,7086,,0,154
5868,7171,,0,92
5981,7316,,0,1647
6065,7412,,0,446
6163,7532,,0,542
7578,9468,,0,11
7893,9820,,0,649
8104,10063,,0,35
8163,10131,,0,117
9219,160287,,0,46
13200,51377,,0,219
17006,57085,,0,121
17120,57216,,1,14
17995,25828,,1,94
18060,25913,,0,215
18323,26260,,0,193
20830,162466,,0,8
