Node ID,Protein ID,Protein Name,Disease Node,Degree,Comp_rnorm_cnorm
1,2,A2M,0,105,
42,48,ACO1,0,23,
53,60,ACTB,0,466,
67,87,ACTN1,0,164,
68,88,ACTN2,0,105,
75,95,ACY1,0,31,
129,154,ADRB2,0,276,
133,158,ADSL,0,66,
135,160,AP2A1,0,121,
168,207,AKT1,0,378,
169,208,AKT2,0,129,
174,213,ALB,0,200,
213,267,AMFR,0,113,
216,270,AMPD1,1,10,1143.0
219,273,AMPH,0,55,
220,274,BIN1,0,70,
231,286,ANK1,0,21,
248,308,ANXA5,0,45,
250,310,ANXA7,0,142,
267,328,APEX1,0,111,
287,351,APP,1,2132,18874.0
301,367,AR,0,301,
313,382,ARF6,0,143,
337,408,ARRB1,0,314,
375,65993,MRPS34,0,105,
410,495,ATP4A,0,87,
413,498,ATP5F1A,0,213,
418,506,ATP5F1B,0,158,
421,509,ATP5F1C,0,194,
425,513,ATP5F1D,0,41,
426,514,ATP5F1E,0,28,
427,515,ATP5PB,0,100,
428,516,ATP5MC1,0,20,
431,521,ATP5ME,0,47,
432,522,ATP5PF,0,54,
448,539,ATP5PO,1,106,14739.0
472,571,BACH1,1,51,2378.0
481,580,BARD1,0,282,
496,596,BCL2,0,136,
530,640,BLK,0,77,
537,648,BMI1,0,399,
561,672,BRCA1,0,609,
619,740,MRPL49,0,110,
630,757,TMEM50B,1,2,13150.0
659,790,CAD,0,131,
669,801,CALM1,0,524,
685,821,CANX,0,208,
687,823,CAPN1,0,110,
697,833,CARS,0,42,
711,847,CAT,0,66,
723,861,RUNX1,1,102,9023.0
724,862,RUNX1T1,0,105,
727,865,CBFB,0,45,
729,867,CBL,0,276,
730,868,CBLB,0,81,
733,873,CBR1,1,52,9579.0
734,874,CBR3,1,18,11942.0
751,896,CCND3,0,60,
754,900,CCNG1,0,41,
827,983,CDK1,0,415,
832,988,CDC5L,0,328,
835,991,CDC20,0,161,
861,1017,CDK2,0,892,
864,1020,CDK5,0,163,
911,1072,CFL1,0,166,
977,1153,CIRBP,0,199,
984,1161,ERCC8,0,38,
988,1173,AP2M1,0,229,
1022,1213,CLTC,0,355,
1108,1327,COX4I1,0,67,
1109,1329,COX5B,0,70,
1114,1339,COX6A2,0,20,
1159,1386,ATF2,0,247,
1160,1387,CREBBP,0,400,
1178,230784,,0,36,
1180,1410,CRYAB,0,115,
1202,1437,CSF2,1,21,4610.0
1205,1440,CSF3,1,3,11365.0
1206,1441,CSF3R,0,29,
1216,1452,CSNK1A1,0,141,
1217,1453,CSNK1D,0,88,
1218,1454,CSNK1E,0,169,
1221,1457,CSNK2A1,0,615,
1249,1487,CTBP1,0,171,
1250,1488,CTBP2,0,149,
1290,1537,CYC1,0,146,
1335,1601,DAB2,0,106,
1375,1646,AKR1C2,0,14,
1383,1654,DDX3X,0,379,
1384,1655,DDX5,0,449,
1388,1660,DHX9,0,529,
1456,1759,DNM1,0,101,
1476,1783,DYNC1LI2,0,36,
1478,1785,DNM2,0,137,
1506,1813,DRD2,0,25,
1517,1826,DSCAM,1,2,548.0
1518,1827,RCAN1,1,35,10326.0
1549,1859,DYRK1A,1,76,3063.0
1576,5777,PTPN6,0,123,
1577,1896,EDA,0,67,
1591,1915,EEF1A1,0,613,
1603,1936,EEF1D,0,166,
1620,1956,EGFR,0,926,
1632,1969,EPHA2,0,70,
1653,1994,ELAVL1,0,1866,
1657,1998,ELF2,0,17,
1683,2027,ENO3,0,52,
1687,2033,EP300,0,547,
1689,2035,EPB41,0,148,
1694,2040,STOM,0,98,
1702,2048,EPHB2,0,41,
1714,2060,EPS15,0,161,
1741,2099,ESR1,0,789,
1751,2113,ETS1,0,127,
1752,2114,ETS2,1,52,10887.0
1765,2130,EWSR1,0,698,
1894,2274,FHL2,0,187,
1897,2280,FKBP1A,0,70,
1927,2316,FLNA,0,359,
1943,2335,FN1,0,792,
1957,2353,FOS,0,259,
2069,2547,XRCC6,0,285,
2073,2551,GABPA,1,39,15191.0
2115,2597,GAPDH,0,304,
2125,2618,GART,1,67,2575.0
2138,2632,GBE1,0,30,
2272,2801,GOLGA2,0,455,
2276,2805,GOT1,0,80,
2338,2885,GRB2,0,1081,
2350,2897,GRIK1,1,8,1470.0
2361,2908,NR3C1,0,242,
2375,2923,PDIA3,0,144,
2381,2931,GSK3A,0,95,
2382,2932,GSK3B,0,362,
2437,2992,GYG1,1,19,4971.0
2441,2997,GYS1,0,68,
2461,3018,HIST1H2BB,0,59,
2494,3055,HCK,0,144,
2500,3065,HDAC1,0,611,
2503,3068,HDGF,0,212,
2535,3106,HLA-B,0,333,
2536,3107,HLA-C,0,115,
2563,3141,HLCS,1,9,8379.0
2571,3150,HMGN1,1,41,20692.0
2594,3178,HNRNPA1,0,701,
2596,3181,HNRNPA2B1,0,333,
2668,3265,HRAS,0,113,
2670,3267,AGFG1,0,47,
2671,3268,AGFG2,0,7,
2678,3276,PRMT1,0,175,
2708,3308,HSPA4,0,366,
2712,3312,HSPA8,0,600,
2715,3316,HSPB2,0,123,
2718,3320,HSP90AA1,0,900,
2724,3329,HSPD1,0,379,
2728,3337,DNAJB1,0,105,
2768,55178,MRM3,0,39,
2771,3396,MRPL58,0,246,
2793,3428,IFI16,0,394,
2803,3440,IFNA2,0,7,
2805,3442,IFNA5,0,16,
2808,3445,IFNA8,0,10,
2814,3454,IFNAR1,1,30,148.0
2815,3455,IFNAR2,1,21,9977.0
2816,3456,IFNB1,0,18,
2819,3460,IFNGR2,1,9,9868.0
2824,3467,IFNW1,0,2,
2825,200081,TXLNA,0,141,
2828,3476,IGBP1,0,132,
2854,3507,IGHM,0,42,
2861,3516,RBPJ,0,149,
2880,3550,IK,0,197,
2917,3588,IL10RB,1,7,4899.0
2936,3608,ILF2,0,451,
2937,3609,ILF3,0,463,
2976,3654,IRAK1,0,155,
2982,3660,IRF2,0,34,
2997,3676,ITGA4,0,529,
3012,3692,EIF6,0,209,
3035,3716,JAK1,0,116,
3043,3725,JUN,0,408,
3067,3753,KCNE1,1,6,3934.0
3071,3757,KCNH2,0,31,
3077,3763,KCNJ6,1,13,7195.0
3084,3772,KCNJ15,1,4,19155.0
3095,3784,KCNQ1,0,35,
3125,3817,KLK2,0,20,
3142,3838,KPNA2,0,225,
3144,3840,KPNA4,0,86,
3246,3956,LGALS1,0,87,
3248,3958,LGALS3,0,189,
3267,3981,LIG4,0,135,
3270,3984,LIMK1,0,55,
3352,4086,SMAD1,0,186,
3353,4087,SMAD2,0,394,
3354,4088,SMAD3,0,417,
3422,4163,MCC,0,306,
3426,4171,MCM2,0,918,
3447,4194,MDM4,0,78,
3461,4214,MAP3K1,0,242,
3462,4215,MAP3K3,0,231,
3464,4217,MAP3K5,0,103,
3469,4223,MEOX2,0,687,
3561,4343,MOV10,0,1178,
3563,4350,MPG,0,98,
3564,4351,MPI,0,26,
3650,4508,MT-ATP6,0,17,
3651,4509,MT-ATP8,0,22,
3653,4512,MT-CO1,0,44,
3654,4513,MT-CO2,1,69,1881.0
3655,4514,MT-CO3,0,25,
3719,4599,MX1,1,46,3309.0
3720,4600,MX2,1,8,20579.0
3729,4609,MYC,0,583,
3745,4627,MYH9,0,343,
3782,4670,HNRNPM,0,400,
3789,4678,NASP,0,82,
3801,4690,NCK1,0,267,
3826,4715,NDUFB9,0,95,
3835,4724,NDUFS4,0,97,
3901,4809,SNU13,0,345,
3918,4830,NME1,0,87,
3919,4831,NME2,0,129,
3920,4832,NME3,0,29,
3927,4841,NONO,0,193,
3930,4846,NOS3,0,79,
3934,4851,NOTCH1,0,211,
3986,4914,NTRK1,0,1965,
3990,4919,ROR1,0,8,
4043,4988,OPRM1,0,77,
4069,5019,OXCT1,0,82,
4086,5042,PABPC3,0,126,
4100,5058,PAK1,0,161,
4110,5071,PRKN,0,426,
4129,5093,PCBP1,0,192,
4151,5121,PCP4,1,6,3340.0
4171,5144,PDE4D,0,69,
4191,5165,PDK3,0,23,
4223,5204,PFDN5,0,185,
4230,5211,PFKL,0,74,
4239,5223,PGAM1,0,54,
4250,5236,PGM1,0,62,
4259,5250,SLC25A3,0,311,
4300,5295,PIK3R1,0,307,
4305,5300,PIN1,0,309,
4337,5333,PLCD1,0,55,
4349,5347,PLK1,0,268,
4358,5356,PLRG1,0,208,
4360,5358,PLS3,0,56,
4371,5371,PML,0,237,
4375,5376,PMP22,1,24,15796.0
4409,5430,POLR2A,0,345,
4450,5478,PPIA,0,116,
4463,5499,PPP1CA,0,356,
4465,5501,PPP1CC,0,308,
4470,5507,PPP1R3C,0,20,
4477,5515,PPP2CA,0,262,
4485,5524,PTPA,0,67,
4491,5530,PPP3CA,0,87,
4494,5533,PPP3CC,0,27,
4513,5553,PRG2,0,63,
4522,5564,PRKAB1,0,181,
4524,5566,PRKACA,0,420,
4525,5567,PRKACB,0,217,
4534,5578,PRKCA,0,395,
4535,5579,PRKCB,0,202,
4536,5580,PRKCD,0,234,
4537,5581,PRKCE,0,175,
4538,5582,PRKCG,0,155,
4540,5584,PRKCI,0,179,
4546,5590,PRKCZ,0,229,
4550,5594,MAPK1,0,402,
4551,5595,MAPK3,0,349,
4553,5597,MAPK6,0,282,
4554,5598,MAPK7,0,111,
4555,5599,MAPK8,0,256,
4556,5600,MAPK11,0,93,
4557,5601,MAPK9,0,204,
4558,5602,MAPK10,0,107,
4559,5603,MAPK13,0,153,
4575,5621,PRNP,0,90,
4579,5626,PROP1,0,367,
4609,5663,PSEN1,0,137,
4622,5682,PSMA1,0,275,
4624,5684,PSMA3,0,301,
4626,5686,PSMA5,0,143,
4627,5687,PSMA6,0,175,
4628,5688,PSMA7,0,134,
4649,5710,PSMD4,0,202,
4683,5753,PTK6,0,34,
4689,170261,ZCCHC12,0,14,
4761,5860,QDPR,0,33,
4779,5878,RAB5C,0,151,
4786,5885,RAD21,0,268,
4795,5894,RAF1,0,209,
4796,5896,RAG1,0,23,
4818,5921,RASA1,0,97,
4859,5970,RELA,0,419,
4916,6045,RNF2,0,756,
4957,6118,RPA2,0,471,
4984,6150,MRPL23,0,119,
4998,6168,RPL37A,0,241,
5011,6182,MRPL12,0,128,
5012,6183,MRPS12,0,93,
5013,6184,RPN1,0,262,
5030,6204,RPS10,0,225,
5043,6222,RPS18,0,306,
5123,6319,SCD,0,37,
5177,6382,SDC1,0,26,
5178,6383,SDC2,0,58,
5179,6385,SDC4,0,29,
5180,6386,SDCBP,0,332,
5204,6418,SET,0,167,
5207,6421,SFPQ,0,234,
5211,22916,NCBP2,0,174,
5212,6426,SRSF1,0,304,
5213,6427,SRSF2,0,259,
5215,6429,SRSF4,0,165,
5216,6430,SRSF5,0,220,
5217,6431,SRSF6,0,182,
5218,6432,SRSF7,0,222,
5234,6450,SH3BGR,1,2,1210.0
5237,6453,ITSN1,1,138,6496.0
5240,6456,SH3GL2,0,80,
5243,203068,TUBB,0,361,
5250,6468,FBXW4,0,50,
5254,6472,SHMT2,0,455,
5258,6477,SIAH1,0,179,
5270,6493,SIM2,1,8,20214.0
5302,6526,SLC5A3,1,11,14346.0
5365,6597,SMARCA4,0,269,
5366,6598,SMARCB1,0,173,
5383,6616,SNAP25,0,48,
5389,6622,SNCA,0,390,
5392,6625,SNRNP70,0,244,
5397,6631,SNRPC,0,247,
5412,6647,SOD1,1,199,11950.0
5413,6648,SOD2,0,114,
5422,6657,SOX2,0,351,
5432,6667,SP1,0,441,
5445,6688,SPI1,0,59,
5464,6709,SPTAN1,0,197,
5469,6714,SRC,0,525,
5487,6733,SRPK2,0,460,
5500,6748,SSR4,0,119,
5523,6774,STAT3,0,292,
5525,6776,STAT5A,0,106,
5526,6777,STAT5B,0,82,
5527,6778,STAT6,0,80,
5529,6780,STAU1,0,324,
5539,6790,AURKA,0,297,
5548,6773,STAT2,0,46,
5661,6929,TCF3,0,208,
5707,6993,DYNLT1,0,136,
5712,7001,PRDX2,0,118,
5724,7014,TERF2,0,267,
5742,7035,TFPI,0,22,
5779,7074,TIAM1,1,46,1452.0
5787,7082,TJP1,0,140,
5788,7083,TK1,0,182,
5817,7113,TMPRSS2,1,60,424.0
5842,6651,SON,1,78,15932.0
5850,7150,TOP1,0,279,
5855,7157,TP53,0,1001,
5867,7170,TPM3,0,151,
5877,55810,FOXJ2,0,78,
5885,7189,TRAF6,0,552,
5895,7205,TRIP6,0,250,
5939,7267,TTC3,1,30,9087.0
5945,7273,TTN,1,76,1242.0
5953,7283,TUBG1,0,255,
5967,7297,TYK2,0,94,
5974,7307,U2AF1,0,348,
5981,7316,UBC,0,1647,
5994,7329,UBE2I,0,502,
6002,7337,UBE3A,0,178,
6042,7385,UQCRC2,0,193,
6043,7386,UQCRFS1,0,132,
6065,7412,VCAM1,0,446,
6068,7415,VCP,0,610,
6069,7416,VDAC1,0,227,
6070,7417,VDAC2,0,191,
6071,7419,VDAC3,0,166,
6078,7428,VHL,0,466,
6099,7453,WARS,0,66,
6111,7468,NSD2,0,54,
6127,7485,WRB,1,11,8041.0
6147,7514,XPO1,0,1256,
6150,7517,XRCC3,0,143,
6159,7528,YY1,0,172,
6160,7529,YWHAB,0,398,
6162,7531,YWHAE,0,426,
6163,7532,YWHAG,0,542,
6165,7534,YWHAZ,0,662,
6166,7535,ZAP70,0,71,
6167,7536,SF1,0,265,
6171,7542,ZFPL1,0,30,
6225,6732,SRPK1,0,349,
6253,55894,DEFB103B,0,6,
6341,7818,DAP3,0,140,
6403,7919,DDX39B,0,225,
6429,7965,AIMP2,0,100,
6526,8139,GAN,0,197,
6556,8195,MKKS,0,23,
6564,8208,CHAF1B,1,54,19027.0
6583,8239,USP9X,0,139,
6599,8266,UBL4A,0,306,
6653,8337,HIST2H2AA3,0,44,
6654,8338,HIST2H2AC,0,103,
6655,8339,HIST1H2BG,0,244,
6666,8350,HIST1H3A,0,309,
6708,8407,TAGLN2,0,128,
6710,8409,UXT,0,59,
6732,8445,DYRK2,0,60,
6736,8449,DHX16,0,183,
6737,8450,CUL4B,0,382,
6739,8452,CUL3,0,1228,
6741,8454,CUL1,0,763,
6748,8463,TEAD2,0,83,
6759,8479,HIRIP3,0,37,
