Node ID,Protein ID,Protein Name,Disease Node,Degree
233,288,ANK3,0,30
644,775,CACNA1C,1,25
669,801,CALM1,0,524
673,808,CALM3,0,132
2059,2534,FYN,0,410
2115,2597,GAPDH,0,304
2551,54795,TRPM4,1,7
2992,3671,ISLR,0,54
3066,3752,KCND3,1,37
3078,3764,KCNJ8,1,17
3703,55800,SCN3B,1,2
3798,781,CACNA2D1,1,28
4258,6336,SCN10A,1,2
4524,5566,PRKACA,0,420
4534,5578,PRKCA,0,395
5127,6324,SCN1B,1,4
5134,6331,SCN5A,1,33
5469,6714,SRC,0,525
6375,7871,SLMAP,1,52
8060,10008,KCNE3,1,11
8072,10021,HCN4,1,9
16076,23114,NFASC,0,19
16132,23171,GPD1L,1,23
16354,23411,SIRT1,0,261
16426,23493,HEY2,1,38
17430,57644,MYH7B,0,33
20583,783,CACNB2,1,8
