Node ID,Protein ID,Protein Name,Disease Node,Degree,Comp_rnorm_cnorm
251,311,ANXA11,1,52,120.0
287,351,APP,0,2132,
698,834,CASP1,0,63,
701,837,CASP4,0,59,
1891,2271,FH,0,93,
2543,3115,HLA-DPB1,1,32,7407.0
2548,3122,HLA-DRA,0,47,
2549,3123,HLA-DRB1,1,27,125.0
2550,3125,HLA-DRB3,0,17,
2552,3127,HLA-DRB5,0,14,
2934,3606,IL18,1,10,849.0
3469,4223,MEOX2,0,687,
5413,6648,SOD2,1,114,5355.0
5620,6885,MAP3K7,0,183,
5712,7001,PRDX2,0,118,
5747,7040,TGFB1,1,110,4855.0
6162,7531,YWHAE,0,426,
7010,8767,RIPK2,0,92,
14642,283234,CCDC88B,1,42,9736.0
16335,23390,ZDHHC17,0,237,
20807,64127,NOD2,1,37,406.0
21186,64795,RMND5A,0,34,
