Node ID,Protein ID,Protein Name,Disease Node,Degree
14,19,,0,54
15,20,,0,21
20,25,,0,389
22,27,,0,52
26,31,,0,84
34,39,,0,67
37,163882,,0,14
51,58,,0,200
53,60,,0,466
60,71,,0,187
66,86,,0,155
74,94,,0,22
105,128,,0,42
117,142,,0,286
129,154,,0,276
131,156,,0,101
161,196,,0,49
168,207,,1,378
174,213,,0,200
187,226,,0,141
237,292,,0,335
242,302,,0,200
256,317,,0,26
263,324,,0,301
265,326,,1,94
267,328,,0,111
268,329,,0,142
269,330,,0,87
270,331,,0,164
277,338,,0,69
284,348,,0,70
286,350,,0,36
287,351,,0,2132
290,355,,0,121
291,356,,0,108
295,360,,1,6
296,361,,0,12
301,367,,0,301
303,369,,0,104
316,387,,0,185
325,396,,0,100
334,405,,0,60
335,406,,0,38
336,407,,0,27
337,408,,0,314
338,409,,0,366
384,466,,0,40
385,467,,0,63
386,468,,0,89
389,472,,0,218
395,478,,0,78
413,498,,0,213
453,545,,0,134
472,571,,0,51
473,572,,0,70
481,580,,0,282
482,581,,0,86
495,595,,0,112
496,596,,0,136
498,598,,0,112
503,604,,0,158
509,613,,0,97
527,637,,0,62
528,638,,0,84
531,641,,0,100
537,648,,0,399
561,672,,0,609
562,673,,0,63
563,675,,0,90
571,685,,0,12
574,688,,0,62
575,689,,0,55
596,715,,0,13
659,790,,0,131
668,800,,0,51
669,801,,0,524
672,805,,0,174
673,808,,0,132
677,813,,0,119
685,821,,0,208
687,823,,0,110
696,832,,0,128
698,834,,0,63
700,836,,0,183
701,837,,0,59
703,839,,0,51
704,840,,0,86
705,841,,1,196
706,842,,0,60
707,843,,1,49
709,845,,0,48
719,857,,0,220
722,860,,0,63
723,861,,0,102
729,867,,0,276
746,890,,0,140
747,891,,0,161
756,902,,0,69
760,908,,0,190
773,921,,0,28
782,931,,0,23
807,960,,0,100
821,975,,0,219
827,983,,0,415
828,984,,0,44
838,994,,0,46
839,995,,0,44
841,997,,0,73
842,998,,0,305
843,999,,0,135
861,1017,,0,892
863,1019,,0,203
864,1020,,0,163
865,1021,,0,160
866,1022,,0,138
868,1024,,0,137
869,1025,,0,247
870,1026,,0,312
871,1027,,0,106
873,1029,,0,183
891,1050,,1,132
892,1051,,0,123
893,1052,,0,30
934,1107,,0,190
937,1111,,0,92
950,1124,,0,17
955,1130,,0,42
972,1147,,0,219
976,1152,,0,83
984,1161,,0,38
988,1173,,0,229
1021,1212,,0,80
1022,1213,,0,355
1065,1280,,0,45
1069,1284,,0,44
1100,1316,,0,18
1107,1326,,0,74
1114,1339,,0,20
1158,1385,,0,198
1159,1386,,0,247
1160,1387,,0,400
1163,1390,,0,49
1170,1398,,0,377
1171,1399,,0,130
1177,1407,,0,147
1180,1410,,0,115
1195,1429,,0,29
1197,1432,,0,329
1205,1440,,1,3
1210,1445,,0,87
1211,1446,,0,18
1212,1447,,0,27
1213,1448,,0,16
1216,1452,,0,141
1217,1453,,0,88
1218,1454,,0,169
1221,1457,,1,615
1223,1459,,1,341
1224,1460,,1,305
1238,1475,,0,28
1249,1487,,0,171
1256,1495,,0,90
1259,1499,,0,395
