comps,comp_ranking,top_comp_share,top_0.2comp_share,comp_GINI
0.02 0.0 0.0 0.01 0.01 0.0 0.14 0.03 0.04 0.01 0.02 0.06 0.0 0.01 0.0 0.19 0.17 0.0 0.01 0.0 0.0 0.01 0.07 0.0 0.03 0.01 0.01 0.04 0.0 0.0 0.0 0.01 0.06 0.02 0.02 0.0 0.01 0.03 0.08 0.0 0.0 0.02 0.06 0.02 0.01 0.01 0.03 0.0 0.01 0.0 0.02 0.01 0.05 0.01 0.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02 0.0 0.02 0.19 0.01 0.11 0.0 0.02 0.05 0.07 0.12 0.0 0.0 0.0 0.01 0.08 0.19 0.01 0.02 0.01 0.0 0.03 0.04 0.02 0.06 0.0 0.04 0.02 0.01 0.0 0.12 0.0 0.01 0.0 0.0 0.11 0.18 0.0 0.08 0.0 0.03 0.04 0.02 0.01 0.02 0.03 0.01 0.03 0.02 0.0 0.1 0.06 0.0 0.02 0.01 0.1 0.0 0.0 0.0 0.0 0.06 0.03 0.02,478,0.051372218108854853,0.69302709095617532,0.65841834399224397
0.03 0.0 0.03 0.0 0.0 0.0 0.04 0.04 0.0 0.0 0.0 0.02 0.0 0.0 0.0 0.05 0.04 0.0 0.0 0.0 0.0 0.0 0.03 0.0 0.0 0.01 0.0 0.05 0.01 0.0 0.0 0.01 0.03 0.01 0.0 0.0 0.0 0.0 0.03 0.0 0.0 0.08 0.04 0.0 0.01 0.0 0.01 0.01 0.0 0.0 0.0 0.02 0.02 0.0 0.02 0.0 0.02 0.0 0.0 0.0 0.01 0.0 0.01 0.0 0.03 0.07 0.0 0.04 0.0 0.01 0.01 0.03 0.01 0.0 0.0 0.0 0.05 0.0 0.07 0.0 0.02 0.0 0.0 0.02 0.01 0.01 0.01 0.0 0.0 0.04 0.02 0.0 0.03 0.0 0.0 0.0 0.01 0.15 0.19 0.0 0.03 0.0 0.02 0.0 0.19 0.01 0.0 0.0 0.01 0.05 0.01 0.0 0.04 0.03 0.0 0.0 0.0 0.02 0.0 0.0 0.0 0.0 0.01 0.02 0.0,2429,0.10044572444612652,0.77177507198006423,0.76415769820113422
0.0 0.0 0.12 0.0 0.0 0.0 0.01 0.09 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.01 0.23 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.01 0.06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.03 0.06 0.0 0.01 0.0 0.0 0.0 0.0 0.0 0.0 0.03 0.01 0.0 0.01 0.0 0.0 0.05 0.0 0.0 0.0 0.0 0.01 0.0 0.03 0.0 0.0 0.0 0.01 0.01 0.0 0.0 0.0 0.0 0.0 0.05 0.01 0.0 0.0 0.0 0.0 0.0 0.01 0.0 0.0 0.0 0.0 0.09 0.06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.01 0.0 0.17 0.11 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.07 0.0 0.0,3907,0.15310235151883209,0.97093030910987244,0.8829763480058207
0.01 0.04 0.05 0.0 0.03 0.0 0.04 0.04 0.03 0.0 0.0 0.01 0.0 0.02 0.0 0.07 0.13 0.0 0.01 0.0 0.0 0.01 0.04 0.01 0.05 0.0 0.01 0.17 0.25 0.0 0.01 0.0 0.01 0.0 0.27 0.0 0.01 0.01 0.02 0.01 0.0 0.05 0.0 0.01 0.0 0.01 0.03 0.0 0.0 0.0 0.0 0.01 0.01 0.01 0.0 0.02 0.0 0.0 0.0 0.0 0.0 0.0 0.03 0.0 0.0 0.08 0.0 0.18 0.0 0.0 0.0 0.01 0.03 0.0 0.0 0.03 0.01 0.01 0.06 0.0 0.0 0.07 0.0 0.0 0.0 0.0 0.01 0.0 0.01 0.03 0.01 0.0 0.0 0.02 0.0 0.0 0.0 0.32 0.36 0.0 0.0 0.0 0.02 0.0 0.02 0.0 0.0 0.0 0.0 0.03 0.0 0.0 0.19 0.26 0.0 0.0 0.01 0.03 0.0 0.0 0.01 0.0 0.0 0.0 0.0,651,0.10673857398377117,0.85584948441371411,0.81467719115496884
0.02 0.0 0.0 0.0 0.0 0.0 0.02 0.01 0.0 0.0 0.0 0.01 0.0 0.0 0.0 0.01 0.02 0.0 0.0 0.0 0.0 0.01 0.05 0.0 0.01 0.0 0.0 0.03 0.03 0.0 0.0 0.0 0.0 0.0 0.16 0.0 0.0 0.0 0.01 0.0 0.0 0.04 0.01 0.01 0.15 0.06 0.0 0.0 0.03 0.01 0.0 0.0 0.06 0.05 0.02 0.01 0.0 0.01 0.01 0.0 0.0 0.01 0.0 0.0 0.0 0.1 0.0 0.04 0.0 0.01 0.0 0.01 0.01 0.04 0.0 0.0 0.0 0.02 0.02 0.0 0.01 0.0 0.0 0.0 0.01 0.01 0.03 0.0 0.14 0.0 0.0 0.0 0.01 0.0 0.0 0.0 0.02 0.07 0.03 0.0 0.06 0.0 0.01 0.0 0.0 0.0 0.0 0.0 0.01 0.0 0.0 0.0 0.01 0.01 0.0 0.06 0.01 0.07 0.0 0.0 0.0 0.0 0.01 0.0 0.0,3304,0.095402478201984497,0.83945185776296294,0.79656447445289391
0.01 0.0 0.0 0.02 0.0 0.01 0.01 0.02 0.02 0.0 0.01 0.03 0.0 0.02 0.0 0.1 0.05 0.0 0.02 0.0 0.0 0.05 0.01 0.0 0.09 0.01 0.0 0.1 0.02 0.01 0.0 0.0 0.0 0.01 0.04 0.03 0.0 0.03 0.06 0.0 0.0 0.03 0.0 0.0 0.02 0.03 0.02 0.0 0.01 0.0 0.01 0.01 0.02 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.01 0.01 0.09 0.0 0.07 0.0 0.02 0.01 0.02 0.03 0.01 0.0 0.01 0.01 0.01 0.03 0.01 0.0 0.04 0.0 0.01 0.01 0.0 0.04 0.0 0.0 0.01 0.0 0.0 0.03 0.01 0.0 0.0 0.01 0.14 0.12 0.0 0.01 0.0 0.09 0.0 0.01 0.01 0.01 0.0 0.0 0.0 0.04 0.0 0.03 0.0 0.0 0.0 0.0 0.08 0.0 0.0 0.0 0.0 0.01 0.0 0.01,2281,0.071267173595173983,0.72919679018166084,0.71312545544397987
0.01 0.0 0.0 0.0 0.0 0.01 0.0 0.04 0.01 0.0 0.06 0.03 0.0 0.0 0.0 0.01 0.02 0.0 0.0 0.02 0.0 0.01 0.01 0.01 0.01 0.0 0.01 0.02 0.0 0.0 0.01 0.0 0.0 0.02 0.03 0.02 0.0 0.01 0.01 0.0 0.0 0.01 0.01 0.0 0.0 0.13 0.01 0.0 0.0 0.0 0.0 0.0 0.02 0.01 0.01 0.0 0.0 0.0 0.0 0.0 0.02 0.0 0.0 0.0 0.0 0.08 0.0 0.02 0.0 0.0 0.02 0.01 0.02 0.0 0.0 0.0 0.0 0.02 0.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.01 0.0 0.0 0.0 0.0 0.0 0.01 0.0 0.0 0.0 0.04 0.05 0.15 0.01 0.0 0.0 0.01 0.0 0.0 0.01 0.0 0.0 0.01 0.03 0.01 0.0 0.03 0.01 0.0 0.0 0.0 0.04 0.0 0.0 0.0 0.0 0.05 0.0 0.0,5066,0.11762701537287169,0.78964867514075132,0.77316337986924655
0.14 0.02 0.0 0.02 0.01 0.01 0.0 0.09 0.01 0.02 0.0 0.04 0.0 0.04 0.0 0.13 0.19 0.01 0.0 0.0 0.0 0.0 0.07 0.0 0.02 0.03 0.01 0.07 0.03 0.0 0.01 0.02 0.04 0.01 0.03 0.01 0.01 0.03 0.12 0.0 0.01 0.02 0.1 0.11 0.0 0.0 0.01 0.01 0.0 0.0 0.0 0.02 0.06 0.02 0.02 0.0 0.0 0.0 0.0 0.0 0.0 0.01 0.05 0.01 0.03 0.15 0.0 0.2 0.0 0.02 0.03 0.04 0.07 0.0 0.01 0.0 0.01 0.06 0.27 0.03 0.04 0.01 0.0 0.02 0.03 0.01 0.04 0.0 0.01 0.04 0.03 0.0 0.07 0.01 0.01 0.0 0.01 0.17 0.19 0.0 0.05 0.01 0.03 0.02 0.02 0.03 0.01 0.01 0.0 0.03 0.05 0.0 0.19 0.12 0.0 0.0 0.01 0.08 0.0 0.0 0.0 0.0 0.1 0.01 0.0,364,0.066472793224480867,0.70834509461883544,0.67580933646878227
0.03 0.02 0.02 0.02 0.0 0.01 0.03 0.09 0.0 0.0 0.0 0.01 0.0 0.01 0.0 0.13 0.15 0.01 0.0 0.01 0.0 0.0 0.03 0.0 0.02 0.03 0.01 0.02 0.0 0.0 0.02 0.02 0.04 0.03 0.01 0.03 0.0 0.02 0.11 0.0 0.0 0.02 0.08 0.03 0.0 0.0 0.0 0.02 0.03 0.02 0.0 0.03 0.01 0.01 0.02 0.01 0.0 0.02 0.0 0.0 0.0 0.01 0.08 0.0 0.01 0.1 0.0 0.1 0.0 0.03 0.02 0.01 0.03 0.02 0.0 0.0 0.0 0.02 0.15 0.03 0.01 0.03 0.0 0.01 0.02 0.02 0.03 0.0 0.03 0.01 0.02 0.0 0.04 0.04 0.0 0.0 0.0 0.12 0.19 0.02 0.02 0.01 0.0 0.0 0.01 0.03 0.01 0.01 0.0 0.02 0.04 0.01 0.16 0.12 0.0 0.02 0.0 0.03 0.0 0.0 0.0 0.03 0.13 0.02 0.0,788,0.060645622705905865,0.65739534156459134,0.64388764646865049
0.07 0.0 0.0 0.03 0.0 0.02 0.01 0.02 0.0 0.0 0.0 0.1 0.0 0.05 0.0 0.08 0.15 0.0 0.0 0.0 0.0 0.01 0.05 0.0 0.03 0.0 0.0 0.08 0.05 0.0 0.01 0.01 0.02 0.03 0.03 0.0 0.01 0.02 0.01 0.01 0.0 0.03 0.04 0.02 0.01 0.01 0.03 0.0 0.02 0.0 0.04 0.01 0.01 0.01 0.0 0.04 0.0 0.0 0.0 0.0 0.0 0.0 0.03 0.0 0.0 0.05 0.01 0.06 0.0 0.0 0.05 0.04 0.06 0.0 0.0 0.02 0.0 0.02 0.1 0.0 0.0 0.05 0.0 0.02 0.03 0.0 0.01 0.0 0.0 0.04 0.01 0.0 0.06 0.02 0.0 0.0 0.0 0.11 0.2 0.0 0.03 0.0 0.02 0.0 0.01 0.02 0.01 0.05 0.02 0.02 0.0 0.0 0.11 0.08 0.0 0.0 0.01 0.05 0.0 0.0 0.0 0.0 0.05 0.01 0.0,1162,0.074808247607238879,0.69042769648926239,0.68750483986131705
