Node ID,Protein ID,Protein Name,Disease Node,Degree,Comp_rnorm_cnorm
287,351,APP,0,2132,
491,590,BCHE,1,5,10487.0
518,627,BDNF,1,22,13.0
807,960,CD44,0,100,
1180,1410,CRYAB,0,115,
1306,1565,CYP2D6,1,7,10850.0
1530,1839,HBEGF,1,16,178.0
1869,2247,FGF2,1,42,900.0
3537,4316,MMP7,0,37,
3896,4803,NGF,1,16,18.0
3972,4898,NRDC,0,60,
3982,4908,NTF3,1,12,5.0
3986,4914,NTRK1,0,1965,
3987,4915,NTRK2,0,42,
4070,5020,OXT,1,6,12018.0
5082,6272,SORT1,0,134,
6094,7448,VTN,0,99,
17202,24596,,0,3,
18467,25054,,0,2,
21060,10763,NES,1,61,7682.0
21518,5443,POMC,1,23,963.0
