Node ID,Protein ID,Protein Name,Disease Node,Degree,Comp_rnorm_cnorm
2048,2521,FUS,0,354,
6147,7514,XPO1,0,1256,
16388,23450,SF3B3,0,489,
16389,23451,SF3B1,0,446,
6153,7520,XRCC5,0,233,
6160,7529,YWHAB,0,398,
6162,7531,YWHAE,0,426,
6163,7532,YWHAG,0,542,
6164,7533,YWHAH,0,343,
6165,7534,YWHAZ,0,662,
6167,7536,SF1,0,265,
16415,23481,PES1,0,74,
4129,5093,PCBP1,0,192,
4130,5094,PCBP2,0,197,
1371,1642,DDB1,0,382,
10094,79009,DDX50,0,37,
16422,56257,MEPCE,0,186,
8232,10211,FLOT1,0,121,
41,47,ACLY,0,74,
42,48,ACO1,0,23,
44,50,ACO2,0,36,
18478,26528,DAZAP1,0,80,
4143,5108,PCM1,0,269,
4144,5110,PCMT1,0,115,
4145,5111,PCNA,0,390,
51,58,ACTA1,0,200,
8245,10225,CD96,1,12,1383.0
10296,24148,PRPF6,0,220,
14393,151648,SGO1,0,54,
16443,23511,NUP188,0,49,
16444,23512,SUZ12,0,338,
8254,10236,HNRNPR,0,273,
65,81,ACTN4,0,153,
2115,2597,GAPDH,0,304,
8886,10992,SF3B2,0,370,
8267,10250,SRRM1,0,277,
16462,23530,NNT,0,47,
12367,286887,KRT6C,0,36,
21176,64783,RBM15,0,170,
82,103,ADAR,0,75,
6499,8086,AAAS,0,25,
4181,5154,PDGFA,0,24,
4182,5155,PDGFB,0,27,
5476,6721,SREBF2,0,113,
10334,67849,,0,19,
2405,2956,MSH6,0,87,
8288,10274,STAG1,0,41,
16482,23552,CDK20,0,31,
1382,1653,DDX1,0,156,
16490,23560,GTPBP4,0,186,
3431,4176,MCM7,0,178,
8303,10291,SF3A1,0,291,
20592,30968,STOML2,0,122,
2162,2661,GDF9,0,47,
117,142,PARP1,0,286,
20,25,ABL1,0,389,
4220,5201,PFDN1,0,104,
2069,2547,XRCC6,0,285,
129,154,ADRB2,0,276,
20610,653604,HIST2H3D,0,14,
4230,5211,PFKL,0,74,
10945,80254,CEP63,0,132,
7532,9410,SNRNP40,0,202,
4235,5216,PFN1,0,81,
4237,5218,CDK14,0,25,
16527,23603,CORO1C,0,103,
147,176,ACAN,1,17,2920.0
4245,5230,PGK1,0,102,
8347,10342,TFG,0,175,
4256,5245,PHB,0,356,
20642,129401,NUP35,0,66,
165,203,AK1,0,33,
168,207,AKT1,0,378,
18601,20843,,0,14,
15047,54606,DDX56,0,95,
4271,5264,PHYH,0,24,
3784,4673,NAP1L1,0,237,
8372,10376,TUBA1B,0,125,
18613,53615,MBD3,0,144,
8377,10383,TUBB4B,0,154,
18332,26270,FBXO6,0,622,
20679,63922,CHTF18,0,27,
8567,10594,PRPF8,0,294,
4300,5295,PIK3R1,0,307,
4301,5296,PIK3R2,0,144,
4305,5300,PIN1,0,309,
5974,7307,U2AF1,0,348,
8409,10419,PRMT5,0,360,
4319,5315,PKM,0,194,
8416,10426,TUBGCP3,0,144,
2275,2804,GOLGB1,0,42,
2276,2805,GOT1,0,80,
8421,10432,RBM14,0,117,
12525,50511,SYCP3,0,6,
238,293,SLC25A6,0,207,
3453,4204,MECP2,0,66,
4337,5333,PLCD1,0,55,
242,302,ANXA2,0,200,
4339,5335,PLCG1,0,279,
8438,10452,TOMM40,0,117,
4343,5339,PLEC,0,105,
248,308,ANXA5,0,45,
249,309,ANXA6,0,107,
250,310,ANXA7,0,142,
4349,5347,PLK1,0,268,
6398,7913,DEK,0,83,
7653,9554,SEC22B,0,75,
6401,7917,BAG6,0,302,
6403,7919,DDX39B,0,225,
16232,23279,NUP160,0,56,
263,324,APC,0,301,
265,326,AIRE,0,94,
8467,10482,NXF1,0,1153,
3146,3842,TNPO1,0,147,
