comps,comp_ranking,top_comp_share,top_0.2comp_share,comp_GINI
0.0 0.02 0.0 0.0 0.03 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.09 0.0 0.0 0.03 0.0 0.02 0.08 0.02 0.05 0.01 0.0 0.0 0.0 0.01 0.03 0.0 0.02 0.02 0.0 0.0 0.0 0.04 0.0 0.0 0.0 0.0 0.04 0.04 0.03 0.0 0.0 0.0 0.03 0.0 0.03 0.0 0.0 0.02 0.0 0.01 0.03 0.0 0.0 0.0 0.0 0.01 0.05 0.0 0.0 0.02 0.07,1686,0.10432836500427811,0.72422813694796218,0.72185048498539162
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.05 0.0 0.0 0.0 0.0 0.0 0.0 0.02 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,18533,0.71883849581044379,1.0,0.97558870299407641
0.02 0.0 0.05 0.0 0.03 0.0 0.01 0.0 0.01 0.0 0.0 0.0 0.08 0.17 0.0 0.0 0.0 0.01 0.01 0.19 0.07 0.01 0.01 0.01 0.0 0.0 0.01 0.0 0.0 0.04 0.02 0.04 0.02 0.01 0.0 0.01 0.03 0.0 0.0 0.0 0.03 0.11 0.0 0.0 0.01 0.06 0.0 0.02 0.0 0.0 0.05 0.0 0.01 0.17 0.0 0.01 0.0 0.0 0.03 0.03 0.0 0.0 0.07 0.02,325,0.13229888094235057,0.76727714981446404,0.74229890257087727
0.01 0.0 0.11 0.0 0.02 0.02 0.01 0.0 0.03 0.0 0.02 0.0 0.02 0.02 0.1 0.02 0.0 0.0 0.0 0.05 0.01 0.03 0.0 0.0 0.0 0.0 0.01 0.0 0.03 0.04 0.03 0.03 0.0 0.05 0.02 0.0 0.0 0.0 0.0 0.01 0.0 0.14 0.0 0.0 0.0 0.03 0.0 0.0 0.0 0.0 0.01 0.0 0.01 0.02 0.0 0.0 0.0 0.0 0.06 0.0 0.0 0.0 0.02 0.0,1238,0.14531569388931409,0.75172681625820081,0.74818270943259324
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.04 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.04 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02 0.0 0.0 0.0 0.0 0.0 0.04 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,15783,0.29222362784837053,1.0,0.94399647076150872
0.04 0.0 0.03 0.01 0.0 0.0 0.05 0.0 0.0 0.0 0.0 0.0 0.0 0.1 0.0 0.0 0.01 0.02 0.01 0.1 0.03 0.01 0.05 0.0 0.0 0.0 0.01 0.0 0.0 0.02 0.0 0.0 0.0 0.0 0.04 0.0 0.0 0.0 0.02 0.0 0.01 0.05 0.0 0.0 0.0 0.04 0.0 0.0 0.0 0.0 0.13 0.02 0.04 0.01 0.0 0.01 0.0 0.0 0.01 0.08 0.0 0.0 0.08 0.0,1071,0.12207489241324977,0.80178316505052705,0.75367356051159162
0.0 0.0 0.0 0.03 0.0 0.0 0.0 0.0 0.0 0.0 0.03 0.0 0.03 0.05 0.0 0.08 0.0 0.0 0.0 0.06 0.0 0.0 0.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.04 0.05 0.0 0.0 0.0 0.0 0.0,6663,0.20043155246139588,1.0,0.88371744973286159
0.0 0.0 0.01 0.0 0.0 0.05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.28 0.0 0.0 0.0 0.07 0.01 0.18 0.04 0.01 0.18 0.0 0.0 0.01 0.0 0.0 0.0 0.01 0.0 0.0 0.0 0.0 0.08 0.05 0.0 0.0 0.0 0.01 0.03 0.0 0.0 0.0 0.01 0.0 0.0 0.0 0.0 0.0 0.11 0.0 0.0 0.02 0.02 0.0 0.0 0.01 0.07 0.14 0.0 0.0 0.03 0.0,352,0.19641964269190634,0.90969703374506661,0.83398369109870452
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.05 0.0 0.0 0.0 0.0 0.0 0.0,15641,0.33333333333333337,1.0,0.953125
0.0 0.0 0.03 0.03 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.14 0.03 0.0 0.0 0.0 0.0 0.03 0.0 0.04 0.05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.03 0.04 0.01 0.0 0.0 0.0 0.0 0.0 0.03 0.0 0.0 0.0 0.18 0.0 0.0 0.0 0.0 0.01 0.0 0.01 0.0 0.0 0.0 0.0 0.0 0.02 0.02 0.0 0.0 0.0 0.06,2335,0.2397053646734999,0.9310338550972499,0.85095527761663858
0.0 0.0 0.0 0.0 0.0 0.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02 0.0 0.0 0.01 0.0,12782,0.6460937609701134,1.0,0.96017678058638845
0.0 0.0 0.0 0.02 0.0 0.0 0.02 0.0 0.02 0.0 0.0 0.0 0.02 0.03 0.0 0.02 0.0 0.0 0.0 0.03 0.0 0.02 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02 0.03 0.0 0.0 0.0 0.0 0.0 0.05 0.01 0.0 0.0 0.0 0.0 0.03 0.0 0.0 0.02 0.0 0.03 0.01 0.0 0.0 0.0 0.04 0.03 0.01 0.0 0.0 0.01 0.0,5251,0.098553096154332762,0.80122434507589879,0.75874439134826743
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.03 0.03 0.0 0.03 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.03 0.0 0.0 0.03 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,15854,0.20622989233965069,1.0,0.92343557484549721
0.0 0.0 0.22 0.03 0.0 0.0 0.03 0.0 0.0 0.0 0.0 0.03 0.05 0.05 0.02 0.19 0.0 0.0 0.0 0.11 0.02 0.0 0.05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.03 0.0 0.0 0.0 0.0 0.05 0.0 0.02 0.0 0.04 0.0 0.02 0.0 0.0 0.11 0.0 0.0 0.02 0.0 0.03 0.02 0.0 0.0 0.0 0.0,906,0.20276106016340803,0.87361337275080497,0.8309681918607611
0.03 0.0 0.06 0.0 0.0 0.02 0.0 0.08 0.0 0.02 0.01 0.0 0.0 0.01 0.01 0.0 0.0 0.01 0.01 0.4 0.06 0.05 0.16 0.01 0.0 0.0 0.01 0.02 0.0 0.01 0.01 0.01 0.0 0.0 0.04 0.09 0.13 0.01 0.0 0.01 0.04 0.07 0.0 0.0 0.01 0.02 0.0 0.02 0.0 0.0 0.22 0.0 0.02 0.03 0.03 0.0 0.01 0.0 0.22 0.2 0.0 0.0 0.07 0.01,23,0.17673188171218068,0.79382406164424624,0.74661137159809932
0.0 0.0 0.0 0.12 0.0 0.0 0.0 0.0 0.0 0.03 0.0 0.0 0.0 0.02 0.09 0.0 0.0 0.0 0.0 0.02 0.02 0.0 0.07 0.0 0.0 0.0 0.0 0.0 0.03 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.06 0.0 0.0 0.0 0.02 0.02 0.0 0.0 0.0 0.04 0.0 0.0 0.0 0.0 0.0 0.02 0.0 0.16 0.07 0.0 0.0 0.0 0.0,2050,0.20190384259191343,0.95630713587992355,0.86376182971546811
0.0 0.0 0.0 0.04 0.0 0.0 0.1 0.0 0.0 0.0 0.0 0.04 0.07 0.27 0.04 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.04 0.0 0.0 0.0 0.0 0.0,2949,0.411541742299252,1.0000000000000002,0.92280067563264978
0.09 0.0 0.0 0.0 0.0 0.02 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.01 0.0 0.0 0.0 0.02 0.01 0.02 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02 0.0 0.0 0.0 0.0 0.0 0.0 0.03 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.06,9773,0.29874209647674066,1.0000000000000002,0.90880555542092811
0.0 0.0 0.02 0.0 0.0 0.03 0.0 0.14 0.0 0.0 0.0 0.0 0.0 0.0 0.05 0.0 0.0 0.0 0.02 0.22 0.0 0.01 0.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.15 0.04 0.06 0.0 0.0 0.08 0.0 0.0 0.0 0.0 0.03 0.0 0.0 0.0 0.0 0.0 0.05 0.0 0.02 0.1 0.0 0.0 0.0 0.0 0.02 0.11 0.0 0.0 0.0 0.0,767,0.18950555965152968,0.92776919819730042,0.84622126587054269
0.04 0.0 0.01 0.0 0.0 0.02 0.0 0.02 0.0 0.0 0.0 0.0 0.0 0.0 0.08 0.0 0.0 0.02 0.02 0.13 0.03 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.06 0.02 0.02 0.06 0.04 0.0 0.0 0.0 0.0 0.0 0.03 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.01 0.03 0.0 0.0 0.0 0.01,3158,0.20176140703073409,0.89975305496423297,0.83109402317978609
0.03 0.0 0.07 0.01 0.0 0.03 0.01 0.05 0.0 0.01 0.0 0.0 0.0 0.01 0.42 0.0 0.0 0.0 0.03 0.02 0.07 0.05 0.07 0.0 0.0 0.0 0.02 0.03 0.0 0.01 0.01 0.02 0.0 0.01 0.09 0.04 0.14 0.0 0.0 0.04 0.1 0.09 0.0 0.01 0.01 0.01 0.0 0.01 0.0 0.0 0.2 0.0 0.04 0.06 0.01 0.0 0.01 0.0 0.14 0.18 0.0 0.0 0.07 0.01,30,0.18917122869254011,0.76439457605552719,0.73580098218438383
