Disease ID,Disease Name,# of Disease Nodes,# of Intermediate Nodes,Density of Disease Subgraph,Density of Disease-Intermediate Subgraph,Density of Intermediate Subgraph,Conductance of Disease Nodes,Conductance of Disease-Intermediate Nodes,Conductance of Intermediate Nodes,Conductance of Intermediate Nodes deg < 100,Mean Frac. of Intermediate-Disease Interactions
C0015967,Fever,20,66,0.07894736842105263,0.15280634734058185,0.2111888111888112,0.9609375,0.9432902557391352,0.9495067714429025,0.9193548387096774,0.10909090909090909
