Node ID,Protein ID,Protein Name,Disease Node,Degree
14,19,,0,54
20,25,,0,389
29,34,,0,88
51,58,,0,200
52,59,,0,95
53,60,,0,466
67,87,,0,164
68,88,,0,105
70,90,,0,121
71,91,,0,51
117,142,,0,286
129,154,,0,276
141,166,,0,301
159,191,,0,85
168,207,,0,378
169,208,,0,129
174,213,,0,200
195,238,,0,98
228,283,,1,11
241,301,,0,169
242,302,,0,200
250,310,,0,142
256,317,,0,26
263,324,,0,301
268,329,,0,142
269,330,,0,87
270,331,,1,164
272,333,,0,61
274,335,,0,102
284,348,,0,70
286,350,,0,36
287,351,,0,2132
301,367,,0,301
303,369,,0,104
306,373,,0,265
325,396,,0,100
335,406,,0,38
337,408,,0,314
385,467,,0,63
386,468,,0,89
482,581,,0,86
496,596,,0,136
498,598,,1,112
502,602,,0,52
503,604,,0,158
527,637,,0,62
561,672,,0,609
568,682,,1,154
574,688,,0,62
662,794,,1,6
677,813,,0,119
679,815,,0,167
680,816,,0,90
681,817,,0,86
682,818,,0,101
685,821,,0,208
687,823,,0,110
698,834,,1,63
700,836,,0,183
701,837,,0,59
703,839,,0,51
704,840,,0,86
705,841,,0,196
706,842,,0,60
707,843,,0,49
719,857,,0,220
722,860,,0,63
723,861,,0,102
729,867,,0,276
751,896,,0,60
760,908,,0,190
768,916,,0,38
771,919,,0,47
772,920,,0,125
776,924,,1,9
814,968,,1,19
821,975,,0,219
827,983,,0,415
835,991,,0,161
840,996,,0,129
842,998,,0,305
844,1000,,0,78
847,1003,,0,23
861,1017,,0,892
863,1019,,0,203
864,1020,,0,163
865,1021,,0,160
866,1022,,0,138
870,1026,,0,312
891,1050,,0,132
892,1051,,0,123
934,1107,,0,190
972,1147,,0,219
1004,1191,,1,123
1022,1213,,0,355
1057,1270,,1,20
1108,1327,,0,67
1158,1385,,0,198
1159,1386,,0,247
1160,1387,,1,400
1180,1410,,0,115
1197,1432,,0,329
1210,1445,,0,87
1218,1454,,0,169
1221,1457,,0,615
1223,1459,,0,341
1234,1471,,1,11
1239,1476,,0,29
1249,1487,,0,171
1259,1499,,0,395
1267,1508,,0,53
1268,1509,,1,61
1273,1514,,0,45
1339,1605,,0,53
1350,1616,,0,218
1369,1639,,1,254
1376,1647,,0,94
1378,1649,,0,85
1384,1655,,0,449
1400,1674,,0,77
1478,1785,,0,137
1513,1822,,0,139
1552,1869,,0,142
1576,5777,,0,123
1603,1936,,0,166
1620,1956,,0,926
1622,1958,,0,57
1632,1969,,0,70
1653,1994,,0,1866
1661,2002,,0,63
1680,2023,,0,361
1682,2026,,0,93
1687,2033,,0,547
1689,2035,,0,148
1717,2063,,0,33
1719,2065,,0,87
1725,2071,,0,97
1741,2099,,0,789
1751,2113,,0,127
1752,2114,,0,52
1760,2122,,0,36
1765,2130,,0,698
1816,2185,,0,92
1839,2209,,0,17
1840,2212,,0,36
1873,2251,,1,4
1882,2260,,0,79
1902,2289,,0,103
1931,2321,,0,29
1934,2324,,0,27
1935,2326,,1,8
1943,2335,,0,792
1957,2353,,1,259
1958,2354,,0,35
1959,2355,,0,66
2019,2475,,0,162
2059,2534,,0,410
2069,2547,,0,285
2071,2549,,0,51
2075,2554,,1,14
2115,2597,,0,304
2165,2664,,1,76
2171,2670,,1,110
2204,2710,,0,29
2243,2771,,0,209
2333,2876,,0,34
2338,2885,,0,1081
2339,2886,,0,55
2345,2892,,1,13
2349,2896,,0,110
2361,2908,,0,242
2375,2923,,0,144
2382,2932,,0,362
2408,2959,,0,148
2411,2962,,0,122
2458,3014,,0,307
2463,3020,,0,131
2479,3039,,0,29
2499,3064,,0,205
2500,3065,,0,611
2501,3066,,0,387
2524,3091,,0,182
2577,3159,,0,105
2582,3164,,0,134
2594,3178,,0,701
2599,3184,,0,342
2601,3187,,0,359
2623,3212,,0,12
2643,3233,,0,21
2649,3239,,0,43
2695,3295,,0,72
