Node ID,Protein ID,Protein Name,Disease Node,Degree
287,351,,0,2132
946,1120,,1,4
1148,1375,,1,21
1271,1512,,1,9
2496,3060,,1,4
2498,3062,,1,2
2534,3105,,0,104
2544,3117,,0,32
2546,3119,,1,4
2549,3123,,1,27
3437,692312,,1,12
3559,4340,,1,3
4203,5179,,1,8
5598,6863,,1,12
5683,6955,,1,39
5685,6957,,1,4
5890,7200,,1,8
5962,7292,,1,2
6068,7415,,0,610
6401,7917,,0,302
7071,8835,,1,22
8297,10285,,0,173
15853,55646,,0,232
15866,22891,,1,4
16022,23054,,0,102
16501,56342,,1,19
20830,162466,,0,8
