Node ID,Protein ID,Protein Name,Disease Node,Degree
287,351,APP,0,2132
481,580,BARD1,0,282
606,726,CAPN5,1,1
1223,1459,CSNK2A2,0,341
1362,1630,DCC,1,43
1653,1994,ELAVL1,0,1866
3846,4736,RPL10A,0,252
3955,23076,RRP1B,1,66
4622,5682,PSMA1,0,275
4964,6125,RPL5,0,282
5527,6778,STAT6,1,80
5782,7077,TIMP2,1,26
5855,7157,TP53,0,1001
6872,8613,PLPP3,1,8
7299,9127,P2RX6,1,5
8185,10155,TRIM28,0,256
8349,10344,CCL26,1,6
8467,10482,NXF1,0,1153
8958,11077,HSF2BP,1,279
9587,286046,XKR6,1,1
12710,57619,SHROOM3,1,15
13146,84079,ANKRD27,1,9
14117,85480,TSLP,1,3
16897,56946,EMSY,1,35
17372,57576,KIF17,1,10
19607,126917,IFFO2,1,2
20222,29968,PSAT1,0,41
