comps,comp_ranking,top_comp_share,top_0.2comp_share,comp_GINI
0.0 0.06 0.0 0.0 0.01 0.04 0.03 0.0 0.0 0.02 0.0 0.01 0.01 0.03 0.0 0.0 0.02 0.0 0.0,2339,0.27593670881891674,0.74928252236718818,0.70397226291929249
0.0 0.17 0.0 0.0 0.06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.01 0.04 0.0 0.01 0.0 0.0,1322,0.57655941848310244,0.96044208833046762,0.86895520967597772
0.02 0.03 0.01 0.01 0.04 0.11 0.07 0.01 0.01 0.03 0.01 0.03 0.02 0.12 0.01 0.0 0.06 0.01 0.0,60,0.20137942610811319,0.61611171580506607,0.56698980558065126
0.0 0.0 0.03 0.0 0.01 0.01 0.01 0.01 0.01 0.0 0.0 0.02 0.0 0.03 0.0 0.0 0.01 0.0 0.0,6381,0.26455589986540862,0.7139745015665574,0.69642778189371635
0.0 0.0 0.08 0.0 0.07 0.02 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02 0.0 0.0 0.0 0.0 0.0,3494,0.43955295114181347,1.0,0.86006640180421989
0.0 0.03 0.1 0.0 0.02 0.07 0.02 0.0 0.0 0.01 0.0 0.01 0.0 0.02 0.0 0.0 0.04 0.0 0.0,887,0.31188879953954213,0.73989978312858162,0.70128868053979199
0.01 0.0 0.17 0.0 0.0 0.04 0.03 0.01 0.02 0.01 0.02 0.04 0.02 0.06 0.0 0.0 0.09 0.0 0.01,123,0.30392270393938436,0.65788879398759814,0.62868752882070478
0.02 0.0 0.17 0.0 0.0 0.02 0.05 0.0 0.0 0.02 0.0 0.01 0.0 0.06 0.0 0.0 0.08 0.0 0.0,338,0.3844371312185394,0.82706404594280902,0.75778914747374271
0.0 0.0 0.03 0.01 0.0 0.0 0.04 0.01 0.0 0.0 0.0 0.08 0.0 0.0 0.0 0.0 0.22 0.0 0.0,653,0.57982929192138988,0.96807162452383133,0.86500968893890606
0.0 0.0 0.03 0.0 0.0 0.0 0.06 0.0 0.0 0.0 0.06 0.03 0.0 0.08 0.0 0.0 0.06 0.01 0.03,711,0.21076824510122361,0.69042596472684203,0.67361191352008642
0.01 0.0 0.09 0.0 0.0 0.01 0.02 0.03 0.0 0.0 0.0 0.0 0.0 0.01 0.0 0.0 0.02 0.0 0.0,2855,0.47533460866683802,0.78968799322264227,0.77144719294201614
0.0 0.0 0.05 0.0 0.0 0.0 0.08 0.0 0.0 0.11 0.0 0.0 0.0 0.0 0.0 0.0 0.02 0.0 0.0,1788,0.42708879785827447,1.0,0.85385895371936438
0.0 0.0 0.08 0.01 0.0 0.02 0.08 0.01 0.05 0.02 0.0 0.0 0.0 0.02 0.0 0.0 0.22 0.0 0.0,223,0.41905216304766968,0.82053622240631763,0.7561006781654247
0.01 0.0 0.06 0.0 0.0 0.0 0.04 0.0 0.0 0.0 0.0 0.0 0.0 0.02 0.0 0.0 0.0 0.0 0.0,5172,0.45980275484686833,0.9300151978439718,0.83633712556380324
0.02 0.0 0.24 0.01 0.0 0.01 0.09 0.05 0.0 0.04 0.01 0.0 0.02 0.01 0.0 0.0 0.02 0.0 0.0,183,0.44741918780793116,0.78870422526740636,0.73288860899281028
0.0 0.03 0.03 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.01 0.0 0.0,10620,0.42869265248237609,1.0,0.87144133574103066
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,58,0.22358390576240944,0.69592649273566065,0.64805514315409118
0.01 0.0 0.1 0.0 0.0 0.03 0.12 0.07 0.1 0.03 0.01 0.0 0.15 0.0 0.02 0.0 0.0 0.0 0.02,14352,0.50523383174759362,1.0,0.86924744711804114
0.0 0.0 0.02 0.0 0.0 0.0 0.01 0.0 0.0 0.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,9775,0.37650129759078099,1.0,0.85573725187077299
