comps,comp_ranking,top_comp_share,top_0.2comp_share,comp_GINI
0.0 0.0 0.01 0.0 0.0 0.0 0.0 0.0 0.01 0.01 0.0,10885,0.38304689146138576,0.69975889231875998,0.7423283243236628
0.0 0.0 0.03 0.0 0.0 0.0 0.0 0.05 0.03 0.0 0.0,3167,0.45168057659351019,0.72584028829675507,0.75954924816186642
0.0 0.0 0.0 0.0 0.02 0.0 0.0 0.0 0.0 0.0 0.0,13006,1.0,1.0,0.90909090909090906
0.01 0.0 0.0 0.0 0.0 0.0 0.0 0.11 0.04 0.02 0.0,346,0.60370067773049385,0.82940854162922195,0.78485819181556626
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02 0.0 0.0,12933,1.0,1.0,0.90909090909090906
0.0 0.0 0.01 0.0 0.0 0.0 0.01 0.01 0.04 0.0 0.0,3836,0.52251126059957986,0.6920874832061833,0.73056427254164058
0.0 0.0 0.0 0.0 0.0 0.0 0.25 0.0 0.0 0.0 0.0,226,1.0,1.0,0.90909090909090906
0.0 0.0 0.0 0.0 0.0 0.01 0.12 0.0 0.03 0.0 0.03,530,0.6395388632892387,0.80565312920413645,0.7982616061557859
0.0 0.01 0.0 0.13 0.0 0.01 0.0 0.0 0.04 0.0 0.01,319,0.68994816602400089,0.87220791720131186,0.80994736881000295
0.01 0.0 0.0 0.04 0.01 0.02 0.0 0.01 0.03 0.01 0.01,579,0.26110317494441432,0.44558833358176031,0.47070889734447618
0.01 0.0 0.0 0.02 0.0 0.0 0.0 0.0 0.0 0.02 0.01,6906,0.43057895158651638,0.77758870087837628,0.74643994777834355
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02 0.01 0.03 0.01,5213,0.37403693290100593,0.7170906066320667,0.71924568335801498
