Node ID,Protein ID,Protein Name,Disease Node,Degree
2057,2532,ACKR1,0,8
2069,2547,XRCC6,0,285
2762,3383,ICAM1,1,159
2925,3596,IL13,1,6
3469,4223,MEOX2,0,687
3470,4224,MEP1A,0,23
3802,4691,NCL,0,438
3875,796,CALCA,1,11
3896,4803,NGF,1,16
4676,5742,PTGS1,1,24
4859,5970,RELA,0,419
5148,6347,CCL2,1,31
5521,6772,STAT1,0,225
5598,6863,TAC1,1,12
6082,7432,VIP,1,15
7191,8989,TRPA1,1,3
8407,10417,SPON2,1,1
10907,80199,FUZ,0,5
11005,80332,ADAM33,1,14
12418,2919,CXCL1,1,14
14761,3557,IL1RN,1,7
16850,56893,UBQLN4,0,193
20226,29978,UBQLN2,0,310
