Node ID,Protein ID,Protein Name,Disease Node,Degree
1197,1432,,0,329
1538,1848,,1,10
1875,2253,,1,4
1882,2260,,1,79
1883,2261,,0,58
1885,2263,,0,50
1886,2264,,0,42
2338,2885,,0,1081
3043,3725,,0,408
3047,3730,,1,2
3382,200728,,0,401
3441,4188,,0,439
4579,5626,,0,367
5390,55717,,1,55
5428,6663,,1,39
5432,6667,,0,441
5523,6774,,0,292
5605,6870,,1,4
7058,8820,,1,20
7060,8822,,1,5
7066,8829,,0,41
7519,9394,,1,6
8369,10371,,1,3
9255,23767,,1,4
10264,389549,,1,9
11785,81848,,1,15
13602,84634,,1,4
15138,54756,,1,2
15843,55636,,1,27
16316,23371,,0,146
18141,26012,,1,21
18298,386681,,0,393
19264,60675,,1,1
20378,128674,,1,5
