Node ID,Protein ID,Protein Name,Disease Node,Degree
1,2,,0,105
53,60,,0,466
174,213,,0,200
197,240,,1,31
274,335,,1,102
280,344,,1,6
281,345,,1,11
287,351,,0,2132
602,721,,1,8
1004,1191,,0,123
1129,1356,,0,15
1273,1514,,0,45
1274,1515,,0,10
1285,1528,,0,25
1294,1543,,1,92
1573,1892,,0,98
1591,1915,,0,613
1835,2205,,1,9
1943,2335,,0,792
2479,3039,,0,29
2480,3040,,0,42
2535,3106,,1,333
2543,3115,,1,32
2546,3119,,1,4
2555,3133,,0,57
2588,3172,,0,106
2692,3292,,0,28
2844,3493,,0,58
2849,3500,,0,88
2894,3565,,1,10
2934,3606,,1,10
3134,3827,,1,46
3150,3848,,0,111
3426,4171,,0,918
3469,4223,,0,687
3470,4224,,0,23
3566,4353,,1,12
3662,4522,,0,96
3664,4524,,1,16
4144,5110,,0,115
4300,5295,,0,307
4510,5550,,0,30
4550,5594,,0,402
5254,6472,,0,455
5598,6863,,1,12
5727,7018,,0,68
5734,7025,,0,49
5735,7026,,0,48
5871,7174,,0,25
5948,7276,,1,60
6068,7415,,0,610
6401,7917,,0,302
6975,8724,,0,88
10087,79001,,0,98
10407,284161,,0,27
10880,80155,,0,48
12589,116173,,0,87
12971,51119,,0,57
15818,55611,,0,94
19768,28985,,0,34
21554,1571,,1,16
