Node ID,Protein ID,Protein Name,Disease Node,Degree
6,10,,0,24
129,154,,0,276
338,409,,0,366
669,801,,0,524
672,805,,0,174
673,808,,0,132
729,867,,0,276
869,1025,,0,247
1160,1387,,0,400
1169,1397,,0,22
1170,1398,,0,377
1171,1399,,0,130
1210,1445,,0,87
1620,1956,,0,926
1653,1994,,0,1866
1687,2033,,0,547
1741,2099,,0,789
1742,2100,,0,140
1765,2130,,0,698
1779,2146,,0,284
1943,2335,,0,792
2130,2623,,0,109
2133,2626,,1,36
2134,2627,,1,16
2340,2887,,0,62
2341,2888,,0,25
2500,3065,,0,611
2501,3066,,0,387
2718,3320,,0,900
2772,3397,,0,51
2773,3398,,0,74
2774,3399,,0,59
2831,3480,,1,93
2833,3482,,1,44
2956,3630,,0,35
2967,3643,,1,128
2989,3667,,0,122
3035,3716,,0,116
3036,3717,,0,136
3143,3839,,0,122
3382,200728,,0,401
3446,4193,,0,470
3456,4208,,0,90
3768,4654,,1,114
3986,4914,,0,1965
4256,5245,,0,356
4300,5295,,0,307
4443,5469,,0,124
4524,5566,,0,420
4534,5578,,0,395
4535,5579,,0,202
4536,5580,,0,234
4537,5581,,0,175
4538,5582,,0,155
4539,5583,,0,121
4540,5584,,0,179
4544,5588,,0,138
4546,5590,,0,229
4550,5594,,0,402
4551,5595,,0,349
4681,5747,,0,200
4694,5770,,0,142
4704,5781,,0,175
4818,5921,,0,97
5247,6464,,0,277
5432,6667,,0,441
5469,6714,,0,525
5477,6722,,0,111
5523,6774,,0,292
5774,7069,,0,25
5855,7157,,0,1001
6131,7490,,1,54
6160,7529,,0,398
6711,8411,,0,50
6779,8503,,0,137
6827,8553,,0,90
6907,8651,,0,76
6915,8660,,0,61
7071,8835,,0,22
7209,9021,,0,79
8391,10399,,0,286
8437,10451,,0,24
9158,11331,,0,325
9447,1490,,1,16
11020,51621,,0,14
11062,342574,,0,148
14253,8839,,0,9
14546,3481,,0,23
14627,53834,,1,2
15919,55715,,0,43
16016,55816,,0,24
16357,23414,,1,18
16444,23512,,0,338
17309,57504,,0,63
18105,25970,,0,24
18332,26270,,0,622
21424,158326,,1,1
