Disease ID,Disease Name,# of Disease Nodes,# of Intermediate Nodes,Density of Disease Subgraph,Density of Disease-Intermediate Subgraph,Density of Intermediate Subgraph,Conductance of Disease Nodes,Conductance of Disease-Intermediate Nodes,Conductance of Intermediate Nodes,Conductance of Intermediate Nodes deg < 100,Mean Frac. of Intermediate-Disease Interactions
C0004936,Mental disorders,11,32,0.10909090909090909,0.20365853658536584,0.22379032258064516,0.9659090909090909,0.9536625971143174,0.9679838477069512,0.8059071729957806,0.22443181818181818
