Node ID,Protein ID,Protein Name,Disease Node,Degree
20,25,,0,389
26,31,,0,84
27,32,,0,13
34,39,,0,67
53,60,,0,466
66,86,,0,155
67,87,,0,164
68,88,,0,105
75,95,,0,31
117,142,,1,286
126,151,,1,7
129,154,,0,276
159,191,,0,85
168,207,,0,378
169,208,,0,129
174,213,,0,200
180,219,,0,83
189,229,,0,39
237,292,,0,335
241,301,,0,169
242,302,,0,200
250,310,,0,142
263,324,,1,301
265,326,,0,94
270,331,,0,164
287,351,,0,2132
301,367,,0,301
308,375,,0,99
312,381,,0,47
316,387,,0,185
318,389,,0,24
337,408,,0,314
338,409,,0,366
346,419,,0,24
393,476,,0,160
413,498,,0,213
439,529,,0,67
454,546,,0,58
481,580,,0,282
483,582,,0,32
485,22933,,0,64
486,585,,0,38
496,596,,0,136
498,598,,0,112
503,604,,0,158
518,627,,1,22
537,648,,0,399
538,197257,,0,58
556,667,,0,82
561,672,,0,609
567,98985,,0,9
574,688,,0,62
583,699,,0,48
584,701,,0,98
590,708,,0,235
669,801,,0,524
676,811,,0,158
679,815,,0,167
680,816,,0,90
681,817,,0,86
682,818,,0,101
685,821,,0,208
687,823,,0,110
696,832,,0,128
700,836,,0,183
704,840,,0,86
705,841,,0,196
711,847,,0,66
719,857,,0,220
722,860,,0,63
729,867,,0,276
746,890,,1,140
747,891,,0,161
821,975,,0,219
827,983,,0,415
832,988,,0,328
835,991,,0,161
840,996,,0,129
842,998,,0,305
861,1017,,0,892
862,1018,,0,68
863,1019,,0,203
864,1020,,0,163
868,1024,,0,137
870,1026,,0,312
873,1029,,0,183
882,1039,,0,84
899,1058,,0,115
915,1080,,0,324
935,1108,,0,153
951,66661,,0,208
972,1147,,0,219
985,1163,,0,81
988,1173,,0,229
1005,1192,,0,63
1007,1195,,0,178
1012,1201,,0,91
1022,1213,,0,355
1041,132320,,0,158
1101,1317,,1,8
1148,1375,,0,21
1158,1385,,0,198
1159,1386,,0,247
1160,1387,,0,400
1170,1398,,0,377
1171,1399,,0,130
1176,1406,,0,107
1195,1429,,0,29
1196,1431,,0,35
1197,1432,,0,329
1216,1452,,0,141
1217,1453,,0,88
1218,1454,,0,169
1221,1457,,0,615
1223,1459,,0,341
1224,1460,,0,305
1249,1487,,0,171
1259,1499,,0,395
1277,23090,,0,20
1290,1537,,0,146
1294,1543,,0,92
1337,67139,,0,84
1350,1616,,0,218
1359,1627,,0,234
1369,1639,,0,254
1371,1642,,0,382
1373,1644,,0,33
1376,1647,,0,94
1383,1654,,0,379
1384,1655,,0,449
1387,1659,,0,213
1428,1728,,0,30
1439,1739,,0,96
1441,1741,,0,86
1472,1778,,1,194
1474,1780,,0,55
1478,1785,,0,137
1479,1786,,0,109
1481,1788,,1,65
1523,1832,,0,114
1535,1845,,0,20
1546,1856,,0,141
1552,1869,,0,142
1554,1871,,0,42
1590,1912,,0,105
1591,1915,,0,613
1593,1917,,0,165
