Node ID,Protein ID,Protein Name,Disease Node,Degree
19,24,,1,1
20,25,,0,389
70,90,,0,121
117,142,,0,286
138,163,,0,127
174,213,,0,200
270,331,,0,164
274,335,,0,102
279,341,,1,13
284,348,,1,70
287,351,,0,2132
316,387,,0,185
482,581,,0,86
519,629,,1,13
547,658,,0,122
561,672,,0,609
579,695,,0,123
598,717,,1,8
599,718,,1,49
602,721,,0,8
607,727,,0,14
615,735,,1,5
705,841,,0,196
719,857,,0,220
800,66489,,0,248
807,960,,0,100
869,1025,,0,247
1004,1191,,0,123
1080,1295,,1,74
1197,1432,,0,329
1221,1457,,0,615
1223,1459,,0,341
1546,1856,,0,141
1620,1956,,0,926
1653,1994,,0,1866
1687,2033,,0,547
1722,2068,,0,59
1728,2074,,1,55
1897,2280,,0,70
1901,2288,,0,88
1930,2319,,0,90
1943,2335,,0,792
2003,2444,,1,12
2338,2885,,0,1081
2470,3030,,0,106
2499,3064,,0,205
2500,3065,,0,611
2501,3066,,0,387
2510,3075,,1,22
2708,3308,,0,366
2712,3312,,0,600
2718,3320,,0,900
2791,3426,,1,4
2793,3428,,0,394
2976,3654,,0,155
3005,3684,,0,27
3149,3846,,0,192
3224,3931,,0,16
3307,4035,,0,89
3352,4086,,0,186
3353,4087,,0,394
3354,4088,,0,417
3355,4089,,0,302
3382,200728,,0,401
3397,4137,,0,135
3446,4193,,0,470
3469,4223,,0,687
3734,4615,,0,70
3850,4741,,0,37
3930,4846,,0,79
3938,4855,,1,19
3986,4914,,0,1965
3987,4915,,0,42
3988,4916,,0,25
4110,5071,,0,426
4193,5167,,0,21
4219,5199,,0,32
4300,5295,,0,307
4301,5296,,0,144
4371,5371,,0,237
4409,5430,,0,345
4546,5590,,0,229
4553,5597,,0,282
4596,5648,,0,23
4602,5654,,1,22
4609,5663,,0,137
4735,5819,,1,39
4791,5890,,1,42
4801,5901,,0,253
4822,5925,,0,257
4866,5978,,1,52
4919,6048,,0,76
4951,6103,,1,34
4971,6134,,0,448
5052,6233,,0,304
5058,6239,,1,31
5250,6468,,0,50
5274,6497,,0,123
5276,6499,,1,36
5389,6622,,0,390
5432,6667,,0,441
5753,7046,,1,321
5759,7052,,0,119
5764,7057,,0,54
5803,7099,,1,45
5849,7148,,1,6
5855,7157,,0,1001
5885,7189,,0,552
5978,7311,,0,293
5980,7314,,0,256
5981,7316,,0,1647
6069,7416,,0,227
6073,7422,,1,38
6074,7423,,0,17
6163,7532,,0,542
6165,7534,,0,662
6267,7704,,0,166
6328,1300,,1,11
6359,7846,,0,399
6411,7936,,1,38
6666,8350,,0,309
6675,8359,,0,181
6739,8452,,0,1228
6861,8601,,0,71
6986,8737,,0,100
7037,8797,,1,32
7066,8829,,0,41
7109,8878,,1,246
7141,8915,,0,70
7165,8945,,0,353
7317,9146,,0,355
7544,9425,,0,58
7573,9463,,0,404
7698,9611,,0,179
7877,9802,,0,195
7893,9820,,0,649
8287,10273,,0,258
8438,10452,,1,117
8519,10542,,0,54
8821,10919,,0,160
8875,10980,,0,321
9009,11140,,0,311
9117,11269,,0,172
9828,51295,,0,112
10044,13385,,0,274
10233,13669,,0,120
10407,284161,,0,27
11018,80349,,0,57
11236,57154,,0,390
11294,375791,,0,568
11646,81579,,1,11
11787,81850,,0,190
11872,150197,,0,41
11979,114902,,1,4
12887,51026,,0,179
14949,54472,,0,124
15207,284217,,0,49
15213,54850,,0,40
15324,54971,,0,173
15363,55013,,1,5
15517,55191,,0,25
15612,55294,,0,182
16146,23186,,0,86
16157,23197,,0,192
16471,23539,,1,2
17264,221294,,1,8
17451,155971,,0,153
18216,8507,,0,13
18298,386681,,0,393
18299,386682,,0,478
18346,386675,,0,292
19427,388677,,0,371
19808,29079,,0,368
19837,29110,,0,152
19879,4869,,0,746
20226,29978,,0,310
20227,29979,,0,283
20248,30008,,0,123
21148,64750,,0,187
21191,64802,,1,41
21272,1071,,1,8
