comps,comp_ranking,top_comp_share,top_0.2comp_share,comp_GINI
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02 0.0,7366,0.71510902265919429,0.85755451132959715,0.84544392233146526
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,173,1.0,1.0,0.91666666666666663
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.24 0.0 0.0 0.0 0.0,9159,0.5,1.0,0.83333333333333337
0.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.01 0.0 0.0 0.0,3631,0.654113261737855,0.82705663086892744,0.83019498210113041
0.0 0.0 0.0 0.0 0.0 0.01 0.0 0.04 0.01 0.0 0.0 0.0,1204,0.3800995841612585,0.7031174674823959,0.73707701089806621
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,70,0.91231272204723457,1.0,0.90205212034120574
0.0 0.0 0.0 0.0 0.0 0.0 0.02 0.03 0.0 0.03 0.0 0.0,232,0.41988067514444816,0.68544320593909802,0.74085266035983577
0.0 0.0 0.0 0.0 0.0 0.0 0.03 0.0 0.0 0.3 0.0 0.0,5283,0.28973238978198673,0.47416011289199544,0.6059524727954867
0.0 0.0 0.08 0.0 0.02 0.0 0.03 0.0 0.0 0.05 0.0 0.0,34,0.67625030338998326,0.84093127385784761,0.83139000749255387
0.0 0.0 0.0 0.0 0.01 0.0 0.01 0.0 0.01 0.01 0.0 0.0,6638,1.0,1.0,0.91666666666666663
