Node ID,Protein ID,Protein Name,Disease Node,Degree
60,71,,0,187
779,928,,1,39
1090,6337,,1,23
1458,1761,,1,4
1589,1911,,1,43
1591,1915,,0,613
1605,1938,,0,292
1653,1994,,0,1866
1721,2067,,1,30
1726,2072,,1,105
1765,2130,,0,698
1820,2189,,0,62
2414,2965,,0,93
3123,3815,,0,75
3492,4254,,1,13
3601,4436,,0,132
4409,5430,,0,345
4437,5460,,1,68
4794,5893,,0,58
4916,6045,,0,756
4969,6132,,0,348
4985,6152,,0,333
4988,6156,,0,238
4991,6159,,0,279
4992,6160,,0,277
5047,6228,,0,259
5291,6515,,1,5
5380,6613,,0,260
5994,7329,,0,502
6141,7507,,0,39
6163,7532,,0,542
7213,9025,,0,87
7243,9063,,0,204
7669,9573,,1,2
7937,9869,,0,161
8821,10919,,0,160
8941,11060,,0,124
10093,79008,,0,53
10708,79923,,1,8
12838,83737,,0,162
13479,84464,,0,172
15932,55729,,1,91
16460,23528,,0,56
16994,548593,,0,51
17079,57167,,0,4
17308,155807,,0,97
19852,29128,,0,64
20395,128710,,0,27
21237,359787,,1,10
